owner_code	date	held_shares	change
beaton-management-co-inc-1030848	2017-12-31	4737	0
botty-investors-llc-821026	2017-12-31	4529	-250
arcus-capital-partners-llc-986526	2017-12-31	4519	497
sterling-global-strategies-llc-957891	2017-12-31	4506	-469
old-west-investment-management-llc-899771	2017-12-31	4504	1004
boothbay-fund-management-llc-958143	2017-12-31	4481	-11836
exane-derivatives-949215	2017-12-31	4448	4448
watermark-asset-management-inc-1024955	2017-12-31	4437	-216
franklin-parlapiano-turner--welch-llc-1024619	2017-12-31	4424	-224
marshall--sullivan-inc-wa-63233	2017-12-31	4421	0
hamilton-capital-management-inc-1045485	2017-12-31	4414	4414
doliver-capital-advisors-lp-49598	2017-12-31	4408	380
first-national-bank-of-hutchinson-660873	2017-12-31	4373	256
lumbard--kellner-llc-929796	2017-12-31	4365	-160
rodgers-brothers-inc-760106	2017-12-31	4322	-137
insight-2811-inc-682076	2017-12-31	4314	-1157
alphamark-advisors-llc-696133	2017-12-31	4311	0
blue-granite-capital-llc-1014522	2017-12-31	4290	-15608
penbrook-management-llc-727409	2017-12-31	4274	0
stelac-advisory-services-llc-854890	2017-12-31	4268	680
cortland-associates-incmo-86513	2017-12-31	4250	945
allstate-corp-9797	2017-12-31	4247	-147
point-view-wealth-management-inc-769084	2017-12-31	4247	-497
mitchell-capital-management-co-70240	2017-12-31	4244	1105
miller-investment-management-lp-752238	2017-12-31	4220	0
dt-investment-partners-llc-872968	2017-12-31	4218	459
minneapolis-portfolio-management-group-llc-663839	2017-12-31	4200	0
allsquare-wealth-management-llc-957387	2017-12-31	4155	-8
ridgewood-investments-llc-1021561	2017-12-31	4139	0
fca-corp-tx-97095	2017-12-31	4128	2345
red-cedar-capital-llc-1045241	2017-12-31	4125	4125
fenimore-asset-management-inc-39150	2018-03-31	4124	-497
dorazio--associates-inc-969936	2017-12-31	4090	-169
wespac-advisors-llc-822688	2017-12-31	4085	35
marcus-capital-llc-983955	2017-12-31	4067	-5600
united-american-securities-inc-dba-uas-asset-management-698568	2017-12-31	4028	-1000
aristotle-capital-management-llc-63681	2017-12-31	4000	0
cahaba-wealth-management-inc-1034760	2018-03-31	3993	-24
riverpoint-wealth-management-holdings-llc-1015291	2017-12-31	3989	-52
cutler-investment-counsel-llc-630312	2017-12-31	3985	14
bigelow-investment-advisors-llc-1045070	2017-12-31	3952	3952
managed-account-services-inc-1014891	2017-12-31	3952	0
hengehold-capital-management-llc-872942	2017-12-31	3947	-64
first-national-bank-sioux-falls-66468	2018-03-31	3906	-588
poehling-capital-management-llc-1045340	2017-12-31	3890	3890
vnbtrust-national-association-770165	2018-03-31	3874	-250
highwater-wealth-management-llc-1002790	2017-12-31	3873	-466
diversified-portfolios-inc-958497	2017-12-31	3854	-379
bellwether-investment-group-llc-1001771	2017-12-31	3838	372
financial-partners-capital-management-llc-65052	2017-12-31	3822	-63
concorde-asset-management-llc-957515	2017-12-31	3804	-3058
stone-run-capital-llc-874007	2017-12-31	3788	0
vista-capital-partners-inc-823614	2017-12-31	3786	530
ogorek-anthony-joseph-ny-adv-183056	2017-12-31	3773	1
mcadam-llc-1015221	2017-12-31	3770	0
berson--corrado-investment-advisors-llc-820615	2018-03-31	3767	-359
jackson-financial-management-1045203	2017-12-31	3765	3765
banco-btg-pactual-sa-994527	2017-12-31	3764	-2503
gluskin-sheff--assoc-inc-735501	2017-12-31	3732	1137
landscape-capital-management-llc-927165	2017-12-31	3725	-3078
nuwave-investment-management-llc-899955	2017-12-31	3690	3662
sather-financial-group-inc-899898	2017-12-31	3686	185
cordasco-financial-network-927147	2017-12-31	3683	0
contravisory-investment-management-inc-715391	2018-03-31	3679	-294
usadvisors-wealth-management-llc-1049402	2017-12-31	3668	3668
rosenblum-silverman-sutton-s-f-inc-ca-62548	2017-12-31	3666	925
alliance-wealth-management-group-986713	2017-12-31	3662	-3632
opes-advisors-inc-1015326	2017-12-31	3646	-68320
berkeley-capital-partners-llc-994301	2017-12-31	3641	-282
gfs-private-wealth-llc-1043834	2017-12-31	3637	3637
dynamic-capital-management-ltd-797868	2017-12-31	3606	-3183
adalta-capital-management-llc-1023395	2017-12-31	3577	0
wealth-alliance-advisory-group-llc-1050517	2017-12-31	3569	3569
nottingham-advisors-inc-66730	2017-12-31	3550	142
ithaka-group-llc-821470	2017-12-31	3500	0
koch-industries-inc-35664	2017-12-31	3460	1472
concentric-wealth-management-llc-1015140	2017-12-31	3438	1
ford-financial-group-inc-1045269	2017-12-31	3433	3433
private-ocean-llc-930218	2017-12-31	3429	916
keating-investment-counselors-inc-86938	2017-12-31	3400	-25
hutchinson-capital-managementca-63349	2017-12-31	3365	135
townsend--associates-inc-1043688	2017-12-31	3365	3365
copperwynd-financial-llc-1044578	2017-12-31	3353	3353
schwartz-investment-counsel-inc-62205	2017-12-31	3330	0
10-15-associates-inc-848014	2017-12-31	3318	-15
pinnacle-wealth-planning-services-inc-1045327	2017-12-31	3304	3304
hm-capital-management-llc-713705	2017-12-31	3294	0
schafer-cullen-capital-management-inc-63367	2017-12-31	3275	0
moller-financial-services-821063	2017-12-31	3270	3270
provident-trust-co-86397	2017-12-31	3261	-202
buffington-mohr-mcneal-690818	2017-12-31	3197	0
ayalon-holdings-ltd-967147	2017-12-31	3180	3180
first-dallas-securities-inc-726346	2017-12-31	3179	203
bridgeworth-llc-1015709	2017-12-31	3085	-1096
camden-national-bank-1015641	2017-12-31	3085	344
bayesian-capital-management-lp-987169	2017-12-31	3072	-41628
global-endowment-management-lp-848102	2017-12-31	3070	0
stonehearth-capital-management-llc-955941	2017-12-31	3066	491
divergent-wealth-advisors-llc-1045914	2018-03-31	3040	3040
hillsdale-investment-management-inc-715974	2017-12-31	3040	0
northwest-quadrant-wealth-management-llc-1015385	2017-12-31	3010	107
beacon-wealthcare-inc-77979	2017-12-31	3006	3006
nfc-investments-llc-847971	2017-12-31	3003	275
thompson-davis--co-inc-103278	2017-12-31	3002	-3152
dorsey-wright--associates-732895	2017-12-31	2956	140
oberweis-asset-management-inc-65623	2017-12-31	2946	-659
orgel-wealth-management-llc-990855	2017-12-31	2710	242
kwmg-llc-957632	2017-12-31	2709	-477
dynasty-wealth-management-llc-1045953	2017-12-31	2704	2704
loudon-investment-management-llc-926599	2017-12-31	2699	0
pfg-advisors-1044400	2018-03-31	2690	741
equity-investment-corp-1014455	2017-12-31	2680	1275
edgestream-partners-lp-927517	2017-12-31	2673	-31593
peterson-wealth-advisors-llc-1048608	2017-12-31	2659	2659
ironwood-financial-llc-957599	2017-12-31	2639	150
lincoln-capital-llc-957890	2017-12-31	2633	130
new-england-professional-planning-group-inc-957285	2017-12-31	2623	118
fundx-investment-group-llc-770778	2017-12-31	2619	316
private-vista-llc-987030	2017-12-31	2617	-1102
godsey--gibb-associates-64299	2017-12-31	2608	-601
francis-financial-inc-1043822	2017-12-31	2607	2607
fc-advisory-llc-1007221	2017-12-31	2576	0
alphaone-investment-services-llc-821309	2017-12-31	2573	-95
grace--white-inc-ny-47813	2017-12-31	2565	0
advisors-management-group-inc-adv-177781	2017-12-31	2555	4
sound-income-strategies-llc-1045724	2017-12-31	2554	2554
investors-asset-management-of-georgia-inc-ga-adv-194021	2018-03-31	2523	25
etf-portfolio-partners-inc-959900	2018-03-31	2520	0
schneider-downs-wealth-management-advisors-lp-985813	2017-12-31	2520	0
infrastructure-capital-advisors-llc-1016748	2017-12-31	2514	60
karp-capital-management-corp-957362	2017-12-31	2499	1072
earnest-partners-llc-72166	2017-12-31	2461	0
leonard-rickey-investment-advisors-pllc-1045768	2017-12-31	2452	2452
capital-investment-services-of-america-inc-61741	2018-03-31	2441	190
spectrum-asset-management-inc-nbca-957050	2017-12-31	2437	0
zuckerman-investment-group-llc-770721	2017-12-31	2432	0
pring-turner-capital-group-inc-927123	2017-12-31	2415	-160
uncommon-cents-investing-llc-1045120	2017-12-31	2414	2414
riverglades-family-offices-llc-1045257	2017-12-31	2410	2410
cohen-capital-management-inc-846009	2017-12-31	2408	0
gibson-capital-llc-771004	2017-12-31	2378	-60
harvey-investment-co-llc-96853	2017-12-31	2377	0
horrell-capital-management-inc-734525	2018-03-31	2359	0
invictus-rg-986991	2017-12-31	2356	2356
clearbridge-llc-84520	2017-12-31	2339	-202
ballew-advisors-inc-1043928	2017-12-31	2335	2335
premia-global-advisors-llc-1045754	2017-12-31	2316	2316
cowen-prime-services-llc-881527	2017-12-31	2295	0
matthew-goff-investment-advisor-llc-273585	2017-12-31	2276	59
trilogy-capital-inc-1044815	2017-12-31	2253	2253
cantor-fitzgerald-investment-adviser-lp-1029235	2017-12-31	2251	20
barnett--company-inc-906483	2017-12-31	2224	-220
probabilities-fund-management-llc-1046056	2017-12-31	2212	2212
northside-capital-management-llc-956500	2017-12-31	2210	0
trimtabs-asset-management-llc-931708	2017-09-30	2202	324
monument-capital-management-1044494	2017-12-31	2195	2195
kroeker-kenneth-w-75805	2017-12-31	2189	-150
wechter-feldman-wealth-management-inc-1014090	2017-12-31	2189	351
visionary-asset-management-inc-873948	2017-12-31	2182	-86
wallace-capital-management-inc-801623	2017-12-31	2162	14
coe-capital-management-llc-841766	2017-12-31	2109	0
m-kraus--co-925699	2017-12-31	2107	-100
newsquare-capital-llc-898852	2017-12-31	2104	-1491
harvest-group-wealth-management-llc-1049547	2017-12-31	2095	2095
malaga-cove-capital-llc-930053	2017-12-31	2065	0
goodwin-daniel-l-593044	2017-12-31	2050	0
thomas-white-international-ltd-73945	2017-12-31	2043	-57
lesa-sroufe--co-828771	2018-03-31	2036	0
americafirst-capital-management-llc-873243	2017-09-30	2032	2032
wedgewood-investors-inc-pa-80851	2017-12-31	2028	-49
letko-brosseau--associates-inc-644587	2017-12-31	2000	2000
viking-fund-management-llc-101223	2017-12-31	2000	0
miller-value-partners-llc-84490	2017-12-31	1997	-1118
access-financial-services-inc-1018227	2017-12-31	1976	60
sws-partners-1045973	2017-12-31	1970	1970
parametrica-management-ltd-868856	2017-12-31	1938	1938
corundum-group-inc-825031	2017-12-31	1933	-309
fny-managed-accounts-llc-752805	2017-12-31	1925	-9795
salem-capital-management-inc-61594	2018-03-31	1925	350
welch-investments-llc-1015209	2017-12-31	1922	15
gratry--co-llc-63440	2017-12-31	1899	-1733
lowe-wealth-advisors-llc-980949	2018-03-31	1883	-424
vantage-financial-partners-ltd-inc-1015541	2017-12-31	1877	-900
kohmann-bosshard-financial-services-llc-1014505	2017-12-31	1875	0
swift-run-capital-management-llc-926152	2017-12-31	1858	0
eliot-finkel-investment-counsel-llc-987226	2017-12-31	1843	489
callan-capital-llc-874387	2017-12-31	1835	-151
coho-partners-ltd-697084	2017-12-31	1827	0
sanctuary-wealth-management-llc-1044755	2017-12-31	1819	1819
harvest-management-llc-86453	2017-12-31	1812	-398
breithorn-capital-management-848204	2017-06-30	1810	-140
marquette-asset-management-llc-740674	2017-12-31	1802	0
campbell--co-investment-adviser-llc-708576	2017-12-31	1797	1797
marshwinds-advisory-co-663182	2018-03-31	1790	0
khp-capital-llc-1045309	2017-12-31	1768	1768
ninepoint-partners-lp-1035348	2017-12-31	1760	1760
veritas-investment-management-uk-ltd-908599	2017-12-31	1757	0
compass-capital-management-inc-62565	2017-12-31	1754	0
evanston-investments-inc-dba-evanston-advisors-821777	2017-12-31	1736	210
raub-brock-capital-management-lp-899384	2017-12-31	1722	-70
salzhauer-michael-50739	2017-12-31	1722	0
tandem-investment-advisors-inc-1015217	2018-03-31	1699	177
sharkey-howes--javer-965648	2017-12-31	1698	123
regal-wealth-group-inc-1030243	2017-12-31	1692	46
ullmann-financial-group-inc-1015545	2017-12-31	1672	1672
wealthcare-capital-management-llc-851932	2017-12-31	1669	-99
strid-group-llc-986430	2017-12-31	1659	237
alpha-windward-llc-699779	2018-03-31	1645	69
shamrock-asset-management-llc-887630	2017-12-31	1641	222
stone-house-investment-management-llc-1015078	2017-12-31	1623	47
cmt-capital-markets-trading-gmbh-973180	2017-12-31	1600	1600
darrell--king-llc-989203	2017-12-31	1599	0
symons-capital-management-inc-63046	2017-12-31	1575	-525
capital-management-corp-va-63022	2017-12-31	1546	-15
tirschwell--loewy-inc-62423	2017-12-31	1519	1519
brookmont-capital-management-849470	2017-12-31	1504	112
berkshire-money-management-inc-923581	2017-12-31	1485	0
boyar-asset-management-inc-395664	2017-12-31	1479	-260
private-management-group-inc-86983	2017-12-31	1467	1467
gardner-russo--gardner-llc-63355	2017-12-31	1450	1450
perkins-capital-management-inc-31169	2017-12-31	1450	-175
carleon-capital-partners-llc-986534	2017-12-31	1435	0
professional-advisory-services-inc-61994	2017-12-31	1412	0
vista-private-wealth-partners-llc-1039139	2017-12-31	1408	-457
pdt-partners-llc-899917	2017-12-31	1402	1402
karpas-strategies-llc-84094	2017-12-31	1400	0
loeb-partners-corp-114630	2017-12-31	1400	0
payden--rygel-320565	2017-12-31	1400	0
reaves-w-h--co-inc-62591	2017-12-31	1389	0
argyle-capital-management-inc-668203	2017-12-31	1380	-70
sequoia-wealth-management-llc-1045147	2017-12-31	1379	1379
emory-university-723080	2017-12-31	1359	1359
virtue-capital-management-llc-1045669	2017-12-31	1358	1358
hikari-power-ltd-933840	2017-12-31	1350	0
woodley-farra-manion-portfolio-management-inc-97542	2017-12-31	1344	1344
ami-investment-management-inc-109114	2017-12-31	1332	1332
private-capital-group-llc-1047608	2017-12-31	1325	1325
sanchez-wealth-management-group-1045216	2017-12-31	1323	1323
peavine-capital-llc-924998	2017-12-31	1318	0
capital-wealth-management-llc-1045338	2017-12-31	1316	1316
paragon-wealth-strategies-llc-1014067	2017-12-31	1315	1315
keeley-teton-advisors-llc-1023162	2017-12-31	1311	4
jjj-advisors-inc-1014685	2017-12-31	1306	4
spark-investment-management-llc-887568	2017-12-31	1300	1300
hartree-partners-lp-1015619	2017-12-31	1294	1294
sky-investment-group-llc-699269	2018-03-31	1294	-22
pension-partners-llc-926283	2017-12-31	1280	1280
home-federal-bank-of-tennessee-986556	2018-03-31	1279	0
parkwood-llc-926060	2017-12-31	1279	1279
american-beacon-advisors-inc-103459	2017-12-31	1254	40
catamount-wealth-management-997386	2017-12-31	1250	585
lafayette-investments-inc-663282	2017-12-31	1228	1228
financial-gravity-companies-inc-750617	2017-12-31	1214	1214
d-scott-neal-inc-924410	2017-12-31	1212	0
financial--investment-management-group-ltd-63985	2017-12-31	1207	1207
sageworth-trust-co-821297	2017-12-31	1193	111
bernzott-capital-advisors-599576	2017-12-31	1190	1190
lifeplan-financial-group-inc-912169	2018-03-31	1178	1178
delphi-private-advisors-llc-1001341	2017-12-31	1175	1161
srb-corp-851124	2017-12-31	1113	0
interactive-financial-advisors-764836	2017-12-31	1111	1111
tlp-group-llc-986366	2017-12-31	1105	1105
fieldpoint-private-advisors-inc-92046	2017-06-30	1101	-598
rocky-mountain-advisers-llc-847798	2017-12-31	1078	0
cedar-wealth-management-llc-985883	2017-12-31	1072	0
isthmus-partners-llc-963352	2017-12-31	968	-133
oak-point-wealth-management-1028198	2017-12-31	966	966
roble-belko--company-inc-965446	2017-12-31	965	0
santori--peters-inc-1045265	2017-12-31	953	953
beacon-capital-management-inc-926443	2018-03-31	914	-109
rice-hall-james--associates-llc-406725	2017-12-31	900	-525
advocacy-wealth-management-services-llc-899567	2017-12-31	857	0
fcm-investmentstx-62953	2017-12-31	850	0
hefty-wealth-partners-994719	2018-03-31	804	0
timber-creek-capital-management-llc-847478	2017-12-31	754	-30
armbruster-capital-management-inc-985056	2017-12-31	745	0
clear-investment-research-llc-965163	2017-12-31	730	0
hussman-strategic-advisors-inc-376503	2017-12-31	700	0
university-of-texas-investment-managment-co-81415	2017-12-31	673	673
investec-asset-management-pty-ltd-828776	2017-12-31	658	0
palo-capital-inc-956592	2018-03-31	628	-28994
partners-capital-investment-group-holdings-llc-107602	2017-09-30	610	-177207
park-circle-co-879169	2017-12-31	600	0
wolverine-asset-management-llc-621651	2017-12-31	600	-9796
portfolio-solutions-llc-874792	2017-12-31	570	94
stuart-chaussee--associates-inc-986644	2017-12-31	563	460
mondrian-investment-partners-ltd-664521	2017-12-31	515	0
turner-investments-llc-63459	2017-12-31	510	-4710
barrow-hanley-mewhinney--strauss-llc-16689	2017-12-31	505	-572787
crow-point-partners-llc-729806	2018-03-31	500	400
stumpf-capital-management-llc-1043845	2017-12-31	480	480
deane-retirement-strategies-inc-983804	2018-03-31	476	0
financial-engines-advisors-llc-769931	2017-12-31	444	-1672
odey-holdings-ag-847805	2017-12-31	440	-200
cranbrook-wealth-management-llc-927132	2017-12-31	397	0
ckw-financial-group-928203	2017-12-31	385	0
covenant-multifamily-offices-llc-927151	2017-12-31	375	375
beutel-goodman--co-ltd-710265	2017-12-31	355	355
macroview-investment-management-llc-883757	2017-12-31	281	1
delpha-capital-management-llc-1045442	2017-12-31	262	262
ffcm-llc-818423	2017-12-31	225	-55
alta-park-capital-lp-986724	2017-12-31	0	-28000
ancora-advisors-llc-792307	2017-12-31	0	-158474
bach-investment-advisors-ltd-987849	2018-03-31	0	-7744
busey-trust-co-770848	2017-12-31	0	-224192
capital-wealth-planning-llc-900921	2017-12-31	0	-14765
charles-schwab-investment-advisory-inc-847702	2017-12-31	0	-2135
chescapmanager-llc-1015679	2017-12-31	0	-10000
cipher-capital-lp-899851	2017-12-31	0	-11440
clal-insurance-enterprises-holdings-ltd-736647	2017-12-31	0	-11700
clinton-group-inc-83193	2017-12-31	0	-23809
columbia-pacific-advisors-llc-899965	2017-12-31	0	-5350
concert-wealth-management-inc-798605	2017-09-30	0	-47138
criterion-capital-management-llc-629917	2017-12-31	0	-113000
engineers-gate-manager-lp-957972	2017-12-31	0	-3093
financial-advantage-inc-853771	2017-12-31	0	-649
financial-sense-advisors-inc-708537	2017-12-31	0	-54984
folger-hill-asset-management-lp-987014	2017-12-31	0	-62701
fortaleza-asset-management-inc-62066	2017-12-31	0	-15770
fox-run-management-llc-983961	2017-12-31	0	-6800
garcia-hamilton--associates-lpde-61644	2017-12-31	0	-9043
gideon-capital-advisors-inc-927508	2017-12-31	0	-1726
global-financial-private-capital-llc-1022909	2017-12-31	0	-63595
hbk-investments-l-p-28132	2017-12-31	0	-112700
horan-capital-advisors-llc-913382	2017-12-31	0	-30371
hutchin-hill-capital-lp-821352	2017-12-31	0	-72000
ibex-wealth-advisors-1007764	2017-12-31	0	-2539
integral-derivatives-llc-927086	2017-12-31	0	-110553
investment-centers-of-america-inc-698060	2017-12-31	0	-163833
ivory-investment-management-llc-83515	2017-12-31	0	-610814
j-goldman--co-lp-757343	2017-12-31	0	-69800
jasper-ridge-partners-lp-795695	2017-12-31	0	-7040
js-capital-management-llc-927588	2017-12-31	0	-23000
kamunting-street-capital-management-lp-664379	2017-12-31	0	-30000
leith-wheeler-investment-counsel-ltd-700074	2018-03-31	0	-1365
lombard-odier-asset-management-usa-corp-828731	2017-12-31	0	-62500
maplelane-capital-llc-847587	2017-12-31	0	-33001
marshall-wace-asia-ltd-855351	2017-12-31	0	-16314
national-planning-corp-831997	2017-12-31	0	-139638
nationwide-fund-advisors-69351	2017-12-31	0	-3470810
nippon-life-insurance-co-19234	2017-12-31	0	-166241
oribel-capital-management-lp-1015445	2017-12-31	0	-39200
pacad-investment-ltd-937646	2017-12-31	0	-15068
point72-asset-management-lp-931797	2017-12-31	0	-311765
polianta-ltd-1014691	2017-12-31	0	-7300
psagot-investment-house-ltd-810116	2017-12-31	0	-49548
qcm-cayman-ltd-97141	2017-12-31	0	-1884
quad-capital-management-advisors-llc-972913	2017-12-31	0	-8000
quadrature-capital-ltd-979335	2017-12-31	0	-212600
quaker-capital-investments-llc-957886	2017-12-31	0	-23160
rainier-investment-management-llc-66551	2017-12-31	0	-22820
rampart-investment-management-company-llc-958184	2017-12-31	0	-70648
robertson-stephens-advisors-llc-1014935	2017-09-30	0	-1774
saba-capital-management-lp-848035	2017-12-31	0	-116031
schonfeld-strategic-advisors-llc-994712	2017-12-31	0	-13040
sciencast-management-lp-987171	2017-12-31	0	-2630
secor-capital-advisors-lp-926276	2017-12-31	0	-13907
sentinel-asset-management-inc-69052	2017-12-31	0	-537400
shepherd-kaplan-krochuk-llc-396286	2017-12-31	0	-1600
stevens-capital-management-lp-83778	2017-12-31	0	-91419
telemetry-investments-llc-963568	2017-12-31	0	-7070
tradelink-capital-llc-965127	2017-12-31	0	-2900
tudor-investment-corp-et-al-28694	2017-12-31	0	-137556
tyrus-capital-sam-887700	2017-12-31	0	-23250
wolverine-trading-llc-108092	2017-12-31	0	-786245
zions-bancorporation-965247	2017-12-31	0	-35182
